id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
537,Pulsar 150,25000.0,2015,Individual,2nd owner,50000,,8,10,6250.0,520.833,Bajaj
538,Pulsar 150,40000.0,2012,Individual,2nd owner,37000,,11,8,3363.636,280.303,Bajaj
539,CD Deluxe,15000.0,2011,Individual,1st owner,70000,,12,14,5833.333,486.111,Hero Honda
540,Passion PRO i3s,55000.0,2018,Individual,1st owner,15000,54475.0,5,3,3000.0,250.0,Hero
541,Pulsar 180,60000.0,2015,Individual,1st owner,28563,85011.0,8,6,3570.375,297.531,Bajaj
542,Fazer 25,115000.0,2018,Individual,1st owner,11000,142680.0,5,3,2200.0,183.333,Yamaha
543,Excel,5000.0,1998,Individual,1st owner,60000,,25,12,2400.0,200.0,TVS
544,Shine,40000.0,2015,Individual,1st owner,21121,,8,5,2640.125,220.01,Honda
545,Dream Neo,50000.0,2014,Individual,1st owner,25000,49211.0,9,5,2777.778,231.481,Honda
546,Dio,28000.0,2014,Individual,1st owner,13000,,9,3,1444.444,120.37,Honda
547,Splendor Plus,35000.0,2013,Individual,1st owner,55000,,10,11,5500.0,458.333,Hero
548,Xcd,25000.0,2007,Individual,2nd owner,100000,,16,20,6250.0,520.833,Bajaj
549,Streak,20000.0,2009,Individual,2nd owner,36000,,14,8,2571.429,214.286,TVS
550,Pulsar 180,40000.0,2013,Individual,1st owner,34000,85011.0,10,7,3400.0,283.333,Bajaj
551,Xtreme 200R,86000.0,2018,Individual,1st owner,12000,93400.0,5,3,2400.0,200.0,Hero
552,YZF R15 [2011-2018],65000.0,2011,Individual,1st owner,29000,,12,6,2416.667,201.389,Yamaha
553,Avenger Street 150 [2018],60000.0,2017,Individual,1st owner,30000,80435.0,6,6,5000.0,416.667,Bajaj
554,RX135,65000.0,1998,Individual,3rd owner,16500,,25,4,660.0,55.0,Yamaha
555,CB Shine SP,41000.0,2017,Individual,1st owner,33000,66697.0,6,7,5500.0,458.333,Honda
556,CBR150 R,110000.0,2017,Individual,1st owner,11800,129662.0,6,3,1966.667,163.889,Honda
557,Dream Yuga,32000.0,2017,Individual,1st owner,39000,56147.0,6,8,6500.0,541.667,Honda
558,Shine,37000.0,2014,Individual,1st owner,16145,,9,4,1793.889,149.491,Honda
559,Splendor Plus i3s,65000.0,2019,Individual,1st owner,1000,55600.0,4,1,250.0,20.833,Hero
560,Passion Plus,18000.0,2007,Individual,2nd owner,50000,,16,10,3125.0,260.417,Hero Honda
561,Passion PRO [2012],28700.0,2012,Individual,2nd owner,49876,,11,10,4534.182,377.849,Hero Honda
562,Activa 3G,35000.0,2016,Individual,1st owner,51000,54605.0,7,11,7285.714,607.143,Honda
563,Pulsar 180F,100000.0,2019,Individual,1st owner,1300,,4,1,325.0,27.083,Bajaj
564,Glamour,21000.0,2010,Individual,1st owner,11000,,13,3,846.154,70.513,Hero Honda
565,Pulsar 150 [2001-2011],30000.0,2010,Individual,2nd owner,55000,,13,11,4230.769,352.564,Bajaj
566,Apache RTR 200 4V,90000.0,2019,Individual,1st owner,20000,,4,4,5000.0,416.667,TVS
567,Super,6000.0,1991,Individual,1st owner,35000,,32,7,1093.75,91.146,Bajaj
568,Passion Plus,23500.0,2010,Individual,1st owner,60000,,13,12,4615.385,384.615,Hero Honda
569,Pulsar 150,55000.0,2015,Individual,2nd owner,40000,,8,8,5000.0,416.667,Bajaj
570,SZ X,35000.0,2010,Individual,1st owner,46000,65800.0,13,10,3538.462,294.872,Yamaha
571,CD100,15000.0,1998,Individual,1st owner,65000,,25,13,2600.0,216.667,Hero Honda
572,Pulsar 180,35000.0,2009,Individual,1st owner,19000,85011.0,14,4,1357.143,113.095,Bajaj
573,Pulsar 220 DTS-i,40000.0,2011,Individual,1st owner,26000,,12,6,2166.667,180.556,Bajaj
574,Achiever,15000.0,2009,Individual,1st owner,86000,,14,18,6142.857,511.905,Hero Honda
575,Karizma,40000.0,2011,Individual,2nd owner,340000,,12,68,28333.333,2361.111,Hero Honda
576,CB Unicorn 160,75000.0,2016,Individual,1st owner,40000,77545.0,7,8,5714.286,476.19,Honda
577,Avenger Cruise 220,70000.0,2016,Individual,1st owner,10000,,7,2,1428.571,119.048,Bajaj
578,Discover 135,22000.0,2007,Individual,1st owner,25000,,16,5,1562.5,130.208,Bajaj
579,FZ S V 2.0,80000.0,2019,Individual,1st owner,10000,87042.0,4,2,2500.0,208.333,Yamaha
580,Pulsar 150,72000.0,2017,Individual,1st owner,24000,,6,5,4000.0,333.333,Bajaj
581,HF Deluxe,30000.0,2014,Individual,2nd owner,35000,,9,7,3888.889,324.074,Hero
582,Pulsar 135 LS,25000.0,2011,Individual,2nd owner,30000,64589.0,12,6,2500.0,208.333,Bajaj
583,SR 125,65000.0,2018,Individual,1st owner,6500,,5,2,1300.0,108.333,Aprilia
584,Pulsar 150,68000.0,2019,Individual,1st owner,10000,,4,2,2500.0,208.333,Bajaj
585,Duet,27000.0,2016,Individual,1st owner,28000,50280.0,7,6,4000.0,333.333,Hero
586,CB Twister,25000.0,2015,Individual,1st owner,35000,57241.0,8,7,4375.0,364.583,Honda
587,Discover 125,45000.0,2016,Individual,1st owner,20000,60122.0,7,4,2857.143,238.095,Bajaj
588,CBR-250R,200000.0,2019,Individual,1st owner,5500,202310.0,4,2,1375.0,114.583,Honda
589,Pulsar 180,20100.0,2008,Individual,1st owner,36000,85011.0,15,8,2400.0,200.0,Bajaj
590,Shine,30000.0,2014,Individual,1st owner,25000,,9,5,2777.778,231.481,Honda
591,Swish [2012-2015],30000.0,2014,Individual,1st owner,30000,51685.0,9,6,3333.333,277.778,Suzuki
592,Star City,21000.0,2011,Individual,1st owner,101000,47108.0,12,21,8416.667,701.389,TVS
593,Super Splendor,45000.0,2012,Individual,1st owner,21000,,11,5,1909.091,159.091,Hero
594,Fazer [2009-2016],45000.0,2014,Individual,1st owner,57700,84751.0,9,12,6411.111,534.259,Yamaha
595,Scooty Pep DLX,14500.0,2012,Individual,1st owner,44000,,11,9,4000.0,333.333,TVS
596,Dream Yuga,47000.0,2019,Individual,1st owner,8800,56147.0,4,2,2200.0,183.333,Honda
597,Star City Plus,26000.0,2014,Individual,2nd owner,68000,,9,14,7555.556,629.63,TVS
598,Fazer [2009-2016],25000.0,2013,Individual,1st owner,120000,84751.0,10,24,12000.0,1000.0,Yamaha
599,Street Smart,10000.0,2000,Individual,1st owner,24000,,23,5,1043.478,86.957,Hero Honda
600,Apache RTR 160,50000.0,2017,Individual,1st owner,38000,,6,8,6333.333,527.778,TVS
601,Dio,23000.0,2010,Individual,1st owner,40000,,13,8,3076.923,256.41,Honda
602,Activa [2000-2015],50000.0,2014,Individual,1st owner,48000,50267.0,9,10,5333.333,444.444,Honda
603,Maestro Edge,46000.0,2015,Individual,1st owner,14000,55980.0,8,3,1750.0,145.833,Hero
604,CB Hornet 160R,80000.0,2017,Individual,1st owner,18000,87719.0,6,4,3000.0,250.0,Honda
605,Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,10,8,3800.0,316.667,Hero
606,CB Trigger,40000.0,2014,Individual,1st owner,75000,83437.0,9,15,8333.333,694.444,Honda
607,CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,6,7,5833.333,486.111,Honda
608,Glamour FI,30900.0,2014,Individual,1st owner,25000,71150.0,9,5,2777.778,231.481,Hero
609,Avenger [2015],65000.0,2010,Individual,1st owner,20000,75502.0,13,4,1538.462,128.205,Bajaj
610,Splendor Plus,15000.0,2006,Individual,1st owner,100000,,17,20,5882.353,490.196,Hero Honda
611,Apache RTR 160,89999.0,2019,Individual,1st owner,6400,,4,2,1600.0,133.333,TVS
612,Splendor Plus,17600.0,2006,Individual,1st owner,52000,,17,11,3058.824,254.902,Hero Honda
613,Platina 100,17000.0,2007,Individual,1st owner,16000,,16,4,1000.0,83.333,Bajaj
614,FZ25,90000.0,2018,Individual,1st owner,8200,132680.0,5,2,1640.0,136.667,Yamaha
615,Pulsar 150 [2001-2011],35000.0,2010,Individual,1st owner,60000,,13,12,4615.385,384.615,Bajaj
616,YZF R15 S,70000.0,2017,Individual,1st owner,16000,117926.0,6,4,2666.667,222.222,Yamaha
617,Discover 125,15000.0,2011,Individual,1st owner,47000,57549.0,12,10,3916.667,326.389,Bajaj
618,Passion PRO i3s,35000.0,2016,Individual,1st owner,18000,54475.0,7,4,2571.429,214.286,Hero
619,Activa [2000-2015],15000.0,2006,Individual,1st owner,50000,50267.0,17,10,2941.176,245.098,Honda
620,Discover 125,50000.0,2018,Individual,1st owner,6000,60122.0,5,2,1200.0,100.0,Bajaj
621,Gixxer [2014-2018],69000.0,2017,Individual,1st owner,20000,82813.0,6,4,3333.333,277.778,Suzuki
622,Wego,15000.0,2011,Individual,1st owner,65000,54760.0,12,13,5416.667,451.389,TVS
623,Discover 150,25000.0,2008,Individual,1st owner,25000,54299.0,15,5,1666.667,138.889,Bajaj
624,Access 125 [2007-2016],30000.0,2012,Individual,1st owner,23000,58314.0,11,5,2090.909,174.242,Suzuki
625,Karizma 2014,45000.0,2014,Individual,1st owner,5555,86744.0,9,2,617.222,51.435,Hero
626,CD Deluxe,35000.0,2016,Individual,1st owner,38000,,7,8,5428.571,452.381,Hero
627,Fazer 25,120000.0,2018,Individual,1st owner,6000,142680.0,5,2,1200.0,100.0,Yamaha
628,Splendor Plus,25000.0,2015,Individual,1st owner,45000,,8,9,5625.0,468.75,Hero
629,YZF R15 [2011-2018],80000.0,2017,Individual,1st owner,27000,118997.0,6,6,4500.0,375.0,Yamaha
630,Splendor Plus,10000.0,2007,Individual,1st owner,98000,,16,20,6125.0,510.417,Hero Honda
631,Apache RTR 160,70000.0,2018,Individual,1st owner,16000,,5,4,3200.0,266.667,TVS
632,Pulsar 150,35000.0,2011,Individual,1st owner,50000,,12,10,4166.667,347.222,Bajaj
633,Glamour 125,40000.0,2015,Individual,1st owner,71250,61600.0,8,15,8906.25,742.188,Hero
634,Passion Plus,20000.0,2006,Individual,1st owner,28000,,17,6,1647.059,137.255,Hero Honda
635,CB Twister,30000.0,2012,Individual,1st owner,50000,57241.0,11,10,4545.455,378.788,Honda
636,CT 100,8000.0,2005,Individual,2nd owner,82000,,18,17,4555.556,379.63,Bajaj
637,Pulsar 220 DTS-i,65000.0,2013,Individual,1st owner,6409,,10,2,640.9,53.408,Bajaj
638,Super Splendor [2005],20000.0,2008,Individual,1st owner,54000,,15,11,3600.0,300.0,Hero Honda
639,CB Trigger,45000.0,2013,Individual,1st owner,20000,76572.0,10,4,2000.0,166.667,Honda
640,Hunk,35000.0,2013,Individual,1st owner,50000,78513.0,10,10,5000.0,416.667,Hero
641,Discover 150,25000.0,2011,Individual,1st owner,52000,54299.0,12,11,4333.333,361.111,Bajaj
642,Apache RTR 160,15000.0,2009,Individual,4th owner,880000,,14,176,62857.143,5238.095,TVS
643,Xtreme Sports,65000.0,2017,Individual,1st owner,23000,78350.0,6,5,3833.333,319.444,Hero
644,Avenger [2015],45000.0,2011,Individual,1st owner,35000,75502.0,12,7,2916.667,243.056,Bajaj
645,Activa 125,45000.0,2017,Individual,1st owner,49000,,6,10,8166.667,680.556,Honda
646,Pulsar 220F,50000.0,2011,Individual,2nd owner,55000,,12,11,4583.333,381.944,Bajaj
647,Pulsar NS200,85000.0,2018,Individual,2nd owner,15100,,5,4,3020.0,251.667,Bajaj
648,Splendor,25000.0,2008,Individual,1st owner,38000,,15,8,2533.333,211.111,Hero Honda
649,CB Unicorn 150,60000.0,2017,Individual,1st owner,12652,74295.0,6,3,2108.667,175.722,Honda
650,Gixxer SF Fi,100000.0,2019,Individual,1st owner,7000,103170.0,4,2,1750.0,145.833,Suzuki
651,RC 200,180000.0,2019,Individual,2nd owner,13800,,4,3,3450.0,287.5,KTM
652,Discover 100,25000.0,2010,Individual,2nd owner,28000,42859.0,13,6,2153.846,179.487,Bajaj
653,Wego,15000.0,2011,Individual,2nd owner,20000,54760.0,12,4,1666.667,138.889,TVS
654,CB Hornet 160R,60000.0,2017,Individual,2nd owner,16008,92210.0,6,4,2668.0,222.333,Honda
655,YZF R15 S,75000.0,2018,Individual,1st owner,36000,117926.0,5,8,7200.0,600.0,Yamaha
656,CBZ,35000.0,2010,Individual,1st owner,36000,,13,8,2769.231,230.769,Hero
657,Scooty Zest 110,55000.0,2018,Individual,1st owner,380,53751.0,5,1,76.0,6.333,TVS
658,FZ S V 2.0,85000.0,2018,Individual,1st owner,50000,87042.0,5,10,10000.0,833.333,Yamaha
659,Glamour,35000.0,2012,Individual,1st owner,30000,,11,6,2727.273,227.273,Hero Honda
660,CBZ extreme,35000.0,2011,Individual,1st owner,35000,,12,7,2916.667,243.056,Hero Honda
661,FZ S V 2.0,60000.0,2017,Individual,1st owner,14500,84042.0,6,3,2416.667,201.389,Yamaha
662,Access 125,40000.0,2017,Individual,1st owner,15000,,6,3,2500.0,208.333,Suzuki
663,Pulsar 150,30000.0,2010,Individual,1st owner,54000,,13,11,4153.846,346.154,Bajaj
664,Pulsar NS160,80000.0,2018,Individual,1st owner,11000,,5,3,2200.0,183.333,Bajaj
665,Splendor PRO,24000.0,2011,Individual,1st owner,43000,51994.0,12,9,3583.333,298.611,Hero
666,Shine,18000.0,2010,Individual,1st owner,15000,,13,3,1153.846,96.154,Honda
667,Passion Pro 110,20000.0,2008,Individual,3rd owner,40000,,15,8,2666.667,222.222,Hero
668,FZ16,40000.0,2016,Individual,1st owner,93000,78712.0,7,19,13285.714,1107.143,Yamaha
669,Access 125,20000.0,2012,Individual,1st owner,24000,,11,5,2181.818,181.818,Suzuki
670,Jupiter,70000.0,2018,Individual,1st owner,14000,,5,3,2800.0,233.333,TVS
671,Passion Pro 110,50000.0,2019,Individual,1st owner,29442,,4,6,7360.5,613.375,Hero
672,FZ S V 2.0,75000.0,2017,Individual,1st owner,20000,84042.0,6,4,3333.333,277.778,Yamaha
673,Livo,25000.0,2015,Individual,1st owner,30000,,8,6,3750.0,312.5,Honda
674,CB Hornet 160R,70000.0,2017,Individual,1st owner,38000,87543.0,6,8,6333.333,527.778,Honda
675,Activa 125 [2016-2017],55000.0,2018,Individual,1st owner,18000,61545.0,5,4,3600.0,300.0,Honda
676,Activa 5G,51000.0,2018,Individual,1st owner,14000,59422.0,5,3,2800.0,233.333,Honda
677,Saluto,74000.0,2019,Individual,1st owner,13000,59844.0,4,3,3250.0,270.833,Yamaha
678,FZ S V 2.0,65000.0,2017,Individual,1st owner,42000,84042.0,6,9,7000.0,583.333,Yamaha
679,Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,27000,80435.0,7,6,3857.143,321.429,Bajaj
680,Pulsar 220F,110000.0,2019,Individual,1st owner,4000,,4,1,1000.0,83.333,Bajaj
681,YZF R15 [2011-2018],50000.0,2014,Individual,1st owner,1200,118997.0,9,1,133.333,11.111,Yamaha
682,Apache RTR 160 4V,85009.0,2018,Individual,1st owner,7500,,5,2,1500.0,125.0,TVS
683,Passion Pro 110,60000.0,2013,Individual,1st owner,15000,,10,3,1500.0,125.0,Hero
684,Pulsar 150,25000.0,2013,Individual,2nd owner,70000,,10,14,7000.0,583.333,Bajaj
685,Apache RTR 160 4V,75000.0,2019,Individual,1st owner,12657,,4,3,3164.25,263.688,TVS
686,CB Unicorn 150,30000.0,2010,Individual,1st owner,69000,74295.0,13,14,5307.692,442.308,Honda
687,Activa [2000-2015],16600.0,2010,Individual,1st owner,100000,50267.0,13,20,7692.308,641.026,Honda
688,Activa 3G,30000.0,2015,Individual,1st owner,18000,54605.0,8,4,2250.0,187.5,Honda
689,Shine,20000.0,2007,Individual,1st owner,80000,,16,16,5000.0,416.667,Honda
690,Activa 5G,62000.0,2019,Individual,1st owner,11200,59422.0,4,3,2800.0,233.333,Honda
691,Avenger Street 220,60000.0,2016,Individual,1st owner,17000,95955.0,7,4,2428.571,202.381,Bajaj
692,Xtreme [2013-2014],45000.0,2014,Individual,1st owner,56420,72492.0,9,12,6268.889,522.407,Hero
693,FZ S [2012-2016],40000.0,2011,Individual,1st owner,82000,79432.0,12,17,6833.333,569.444,Yamaha
694,Intruder 150,75000.0,2018,Individual,1st owner,10000,,5,2,2000.0,166.667,Suzuki
695,Fazer [2009-2016],50000.0,2012,Individual,1st owner,100000,84751.0,11,20,9090.909,757.576,Yamaha
696,Pulsar RS 200,105000.0,2017,Individual,1st owner,18345,,6,4,3057.5,254.792,Bajaj
697,Discover 135,30000.0,2009,Individual,1st owner,20000,,14,4,1428.571,119.048,Bajaj
698,CBZ,10000.0,2000,Individual,4th owner,48000,,23,10,2086.957,173.913,Hero Honda
699,Pulsar 135 LS,45000.0,2014,Individual,1st owner,14000,64589.0,9,3,1555.556,129.63,Bajaj
700,Fazer 25,145000.0,2018,Individual,2nd owner,4100,142680.0,5,1,820.0,68.333,Yamaha
701,CB Unicorn 150,45000.0,2016,Individual,2nd owner,50000,74295.0,7,10,7142.857,595.238,Honda
702,Activa 5G,65000.0,2019,Individual,1st owner,3025,59422.0,4,1,756.25,63.021,Honda
703,Pulsar 135 LS,20000.0,2011,Individual,1st owner,60000,64589.0,12,12,5000.0,416.667,Bajaj
704,Duet,37000.0,2016,Individual,1st owner,6000,50280.0,7,2,857.143,71.429,Hero
705,Splendor NXG,18000.0,2011,Individual,1st owner,35000,44814.0,12,7,2916.667,243.056,Hero
706,Glamour 125,25000.0,2013,Individual,1st owner,50000,61600.0,10,10,5000.0,416.667,Hero
707,Activa 5G,46000.0,2018,Individual,1st owner,10000,57557.0,5,2,2000.0,166.667,Honda
708,Fascino 110,55000.0,2019,Individual,1st owner,7000,57112.0,4,2,1750.0,145.833,Yamaha
709,V15,40000.0,2016,Individual,1st owner,34000,67187.0,7,7,4857.143,404.762,Bajaj
710,Passion PRO [2012],25000.0,2012,Individual,2nd owner,20000,,11,4,1818.182,151.515,Hero Honda
711,Activa [2000-2015],25000.0,2012,Individual,1st owner,38000,50267.0,11,8,3454.545,287.879,Honda
712,Xcd,15000.0,2008,Individual,1st owner,100000,,15,20,6666.667,555.556,Bajaj
713,Pulsar NS160,70000.0,2018,Individual,1st owner,20000,,5,4,4000.0,333.333,Bajaj
714,CB Hornet 160R,70000.0,2017,Individual,1st owner,240000,92210.0,6,48,40000.0,3333.333,Honda
715,RXG,25000.0,1997,Individual,1st owner,45354,,26,10,1744.385,145.365,Yamaha
716,Streak,10000.0,2009,Individual,1st owner,100000,,14,20,7142.857,595.238,TVS
717,Pulsar RS 200,80000.0,2015,Individual,1st owner,32000,,8,7,4000.0,333.333,Bajaj
718,Alpha,25000.0,2015,Individual,2nd owner,14000,54253.0,8,3,1750.0,145.833,Yamaha
719,Livo,35000.0,2016,Individual,1st owner,70000,,7,14,10000.0,833.333,Honda
720,Gusto,25000.0,2016,Individual,1st owner,13500,51185.0,7,3,1928.571,160.714,Mahindra
721,Discover 125,26000.0,2012,Individual,1st owner,75000,57549.0,11,15,6818.182,568.182,Bajaj
722,Glamour 125,15000.0,2011,Individual,1st owner,75000,61600.0,12,15,6250.0,520.833,Hero
723,CB Unicorn 160,50000.0,2017,Individual,1st owner,52000,77545.0,6,11,8666.667,722.222,Honda
724,Pleasure,26500.0,2013,Individual,1st owner,18860,49600.0,10,4,1886.0,157.167,Hero
725,Classic 350,135000.0,2017,Individual,1st owner,2700,,6,1,450.0,37.5,Royal Enfield
726,CB Hornet 160R,80000.0,2016,Individual,1st owner,100000,92661.0,7,20,14285.714,1190.476,Honda
727,CT 100,30000.0,2016,Individual,1st owner,38500,,7,8,5500.0,458.333,Bajaj
728,FZ S V 2.0,90000.0,2018,Individual,1st owner,10500,87042.0,5,3,2100.0,175.0,Yamaha
729,Pulsar 180,85000.0,2016,Individual,1st owner,35000,85011.0,7,7,5000.0,416.667,Bajaj
730,Glamour 125,54000.0,2013,Individual,1st owner,17000,61600.0,10,4,1700.0,141.667,Hero
731,CT 100,42000.0,2019,Individual,1st owner,2900,,4,1,725.0,60.417,Bajaj
732,Discover 100 T,25000.0,2014,Individual,1st owner,30000,47032.0,9,6,3333.333,277.778,Bajaj
733,Star City Plus,50000.0,2016,Individual,2nd owner,14000,,7,3,2000.0,166.667,TVS
734,CB Unicorn 150,55000.0,2014,Individual,1st owner,10000,74295.0,9,2,1111.111,92.593,Honda
735,Passion PRO TR,35000.0,2014,Individual,1st owner,9556,54586.0,9,2,1061.778,88.481,Hero
736,CB Shine SP,50000.0,2018,Individual,1st owner,37000,64750.0,5,8,7400.0,616.667,Honda
737,V15,45000.0,2015,Individual,1st owner,2700,65626.0,8,1,337.5,28.125,Bajaj
738,V15,45000.0,2016,Individual,1st owner,36000,67187.0,7,8,5142.857,428.571,Bajaj
739,Discover 100,28000.0,2015,Individual,2nd owner,52000,42859.0,8,11,6500.0,541.667,Bajaj
740,Electra 4 S,80000.0,2013,Individual,1st owner,46000,,10,10,4600.0,383.333,Royal Enfield
741,200 Duke,130000.0,2016,Individual,1st owner,12000,,7,3,1714.286,142.857,KTM
742,Pulsar 220F,120000.0,2019,Individual,1st owner,6500,,4,2,1625.0,135.417,Bajaj
743,GS150R,27000.0,2012,Individual,1st owner,14100,70851.0,11,3,1281.818,106.818,Suzuki
744,Shine,30000.0,2014,Individual,1st owner,40000,,9,8,4444.444,370.37,Honda
745,CB Unicorn Dazzler,50000.0,2010,Individual,1st owner,75000,71757.0,13,15,5769.231,480.769,Honda
746,Livo,45000.0,2018,Individual,1st owner,10000,,5,2,2000.0,166.667,Honda
747,Aviator,28000.0,2009,Individual,1st owner,29625,59183.0,14,6,2116.071,176.339,Honda
748,Activa [2000-2015],6000.0,2006,Individual,2nd owner,35000,50267.0,17,7,2058.824,171.569,Honda
749,Hunk,35000.0,2016,Individual,1st owner,32000,78513.0,7,7,4571.429,380.952,Hero
750,Activa 125,30000.0,2014,Individual,1st owner,20000,,9,4,2222.222,185.185,Honda
751,Discover 110,15000.0,2007,Individual,1st owner,70000,52710.0,16,14,4375.0,364.583,Bajaj
752,Xtreme [2013-2014],45000.0,2013,Individual,1st owner,57000,75936.0,10,12,5700.0,475.0,Hero
753,Victor GLX,18000.0,2005,Individual,1st owner,11000,,18,3,611.111,50.926,TVS
754,Pulsar NS200,85000.0,2018,Individual,1st owner,17500,,5,4,3500.0,291.667,Bajaj
755,Aviator,30000.0,2014,Individual,1st owner,7000,59183.0,9,2,777.778,64.815,Honda
756,Platina 100,40000.0,2018,Individual,1st owner,17500,,5,4,3500.0,291.667,Bajaj
757,Sport,34000.0,2018,Individual,1st owner,25000,,5,5,5000.0,416.667,TVS
758,Passion Plus,8000.0,2003,Individual,1st owner,53500,,20,11,2675.0,222.917,Hero Honda
759,V15,70000.0,2018,Individual,1st owner,15000,67187.0,5,3,3000.0,250.0,Bajaj
760,Dio,50000.0,2016,Individual,1st owner,8000,,7,2,1142.857,95.238,Honda
761,Dream Yuga,35000.0,2015,Individual,1st owner,39448,56147.0,8,8,4931.0,410.917,Honda
762,Splendor Plus,20000.0,2006,Individual,1st owner,75000,,17,15,4411.765,367.647,Hero Honda
763,Pulsar 150,50000.0,2012,Individual,1st owner,28000,,11,6,2545.455,212.121,Bajaj
764,Discover 135,37000.0,2008,Individual,1st owner,62000,,15,13,4133.333,344.444,Bajaj
765,Livo,69000.0,2018,Individual,1st owner,12000,,5,3,2400.0,200.0,Honda
766,Splendor NXG,28000.0,2012,Individual,1st owner,49999,,11,10,4545.364,378.78,Hero Honda
767,Discover 125,25000.0,2011,Individual,1st owner,70000,57549.0,12,14,5833.333,486.111,Bajaj
768,FZ V 2.0,60000.0,2018,Individual,1st owner,25000,81508.0,5,5,5000.0,416.667,Yamaha
769,SZ-S,50000.0,2014,Individual,1st owner,20000,72532.0,9,4,2222.222,185.185,Yamaha
770,Thunderbird 350,135000.0,2016,Individual,1st owner,4500,,7,1,642.857,53.571,Royal Enfield
771,Discover 125 M,30000.0,2014,Individual,1st owner,45000,49146.0,9,9,5000.0,416.667,Bajaj
772,FZ S [2012-2016],60000.0,2014,Individual,1st owner,68000,79432.0,9,14,7555.556,629.63,Yamaha
773,Activa [2000-2015],23000.0,2009,Individual,1st owner,95000,50267.0,14,19,6785.714,565.476,Honda
774,Xcd,20000.0,2009,Individual,1st owner,16000,,14,4,1142.857,95.238,Bajaj
775,Avenger Street 160,80000.0,2019,Individual,1st owner,5000,,4,1,1250.0,104.167,Bajaj
776,Electra 5 S,99000.0,2006,Individual,2nd owner,36000,,17,8,2117.647,176.471,Royal Enfield
777,Apache RTR 200 4V,90000.0,2018,Individual,1st owner,70000,,5,14,14000.0,1166.667,TVS
778,Splendor Plus,20000.0,2005,Individual,1st owner,27370,,18,6,1520.556,126.713,Hero Honda
779,Glamour 125,50000.0,2017,Individual,1st owner,8600,61600.0,6,2,1433.333,119.444,Hero
780,Victor GLX,27000.0,2002,Individual,1st owner,49000,,21,10,2333.333,194.444,TVS
781,Grazia,60000.0,2018,Individual,1st owner,16000,,5,4,3200.0,266.667,Honda
782,Pulsar 150 [2001-2011],12000.0,2007,Individual,2nd owner,100000,,16,20,6250.0,520.833,Bajaj
783,Xtreme 2014,50000.0,2014,Individual,1st owner,10000,72973.0,9,2,1111.111,92.593,Hero
784,Pleasure,20000.0,2012,Individual,2nd owner,30000,49600.0,11,6,2727.273,227.273,Hero
785,Passion XPro,45000.0,2018,Individual,1st owner,7000,58900.0,5,2,1400.0,116.667,Hero
786,Super Splendor,40000.0,2013,Individual,1st owner,68000,,10,14,6800.0,566.667,Hero
787,FZ S [2012-2016],45000.0,2016,Individual,2nd owner,20000,79432.0,7,4,2857.143,238.095,Yamaha
788,Activa [2000-2015],25000.0,2015,Individual,1st owner,25000,50267.0,8,5,3125.0,260.417,Honda
789,Glamour FI,75000.0,2019,Individual,1st owner,8900,71150.0,4,2,2225.0,185.417,Hero
790,Passion Plus,25000.0,2007,Individual,1st owner,70000,,16,14,4375.0,364.583,Hero Honda
791,Splendor Plus,25000.0,2006,Individual,2nd owner,40000,,17,8,2352.941,196.078,Hero
792,Xpulse 200,100000.0,2019,Individual,1st owner,8500,107500.0,4,2,2125.0,177.083,Hero
793,CB Unicorn 150,30000.0,2012,Individual,1st owner,32000,74295.0,11,7,2909.091,242.424,Honda
794,Discover 135,25000.0,2010,Individual,1st owner,55000,,13,11,4230.769,352.564,Bajaj
795,Splendor,10000.0,2006,Individual,1st owner,75000,,17,15,4411.765,367.647,Hero Honda
796,CD Deluxe,25000.0,2008,Individual,3rd owner,65000,,15,13,4333.333,361.111,Hero Honda
797,Electra Twinspark,120000.0,2016,Individual,1st owner,345000,,7,69,49285.714,4107.143,Royal Enfield
798,Dream Neo,42000.0,2014,Individual,1st owner,21000,53415.0,9,5,2333.333,194.444,Honda
799,Maestro,30000.0,2013,Individual,1st owner,60000,49412.0,10,12,6000.0,500.0,Hero
800,CBR150 R,77000.0,2014,Individual,1st owner,38000,132513.0,9,8,4222.222,351.852,Honda
801,CB Unicorn Dazzler,25000.0,2011,Individual,1st owner,40000,71757.0,12,8,3333.333,277.778,Honda
802,Apache [2006],15000.0,2006,Individual,1st owner,40000,,17,8,2352.941,196.078,TVS
803,Passion XPro,25000.0,2013,Individual,1st owner,25000,59640.0,10,5,2500.0,208.333,Hero
804,Activa 5G,50000.0,2018,Individual,1st owner,25000,57957.0,5,5,5000.0,416.667,Honda
805,Activa i,30000.0,2014,Individual,1st owner,25000,53900.0,9,5,2777.778,231.481,Honda
806,Apache RTR 200 4V,125000.0,2019,Individual,1st owner,3000,,4,1,750.0,62.5,TVS
807,CBZ extreme,35000.0,2011,Individual,1st owner,28000,,12,6,2333.333,194.444,Hero Honda
808,Gixxer [2014-2018],45000.0,2015,Individual,1st owner,40000,78316.0,8,8,5000.0,416.667,Suzuki
